71	UPUPIDAE	U	8	2012-06-27 13:44:14	2012-06-27 13:44:14
72	CORACIIFORMES	C	13	2012-06-27 13:44:14	2012-06-27 13:44:14
73	CICONIIFORMES	C	13	2012-06-27 13:44:14	2012-06-27 13:44:14
74	SCOLOPACIDAE	S	12	2012-06-27 13:44:14	2012-06-27 13:44:14
75	GRUIFORMES	G	10	2012-06-27 13:44:14	2012-06-27 13:44:14
76	PROCELLARIIDAE	P	14	2012-06-27 13:44:14	2012-06-27 13:44:14
77	PHOENICOPTERIDAE	P	16	2012-06-27 13:44:14	2012-06-27 13:44:14
78	PARULIDAE	P	9	2012-06-27 13:44:14	2012-06-27 13:44:14
79	CUCULIFORMES	C	12	2012-06-27 13:44:14	2012-06-27 13:44:14
80	LARIDAE	L	7	2012-06-27 13:44:14	2012-06-27 13:44:14
81	HIRUNDINIDAE	H	12	2012-06-27 13:44:14	2012-06-27 13:44:14
82	GLAREOLIDAE	G	11	2012-06-27 13:44:14	2012-06-27 13:44:14
83	FALCONIDAE	F	10	2012-06-27 13:44:14	2012-06-27 13:44:14
84	CORACIIDAE	C	10	2012-06-27 13:44:14	2012-06-27 13:44:14
85	CICONIIDAE	C	10	2012-06-27 13:44:14	2012-06-27 13:44:14
86	ULVALES	U	7	2012-06-27 13:44:14	2012-06-27 13:44:14
87	CLADOPHORALES	C	13	2012-06-27 13:44:14	2012-06-27 13:44:14
88	KLEBSORMIDIACEAE	K	16	2012-06-27 13:44:14	2012-06-27 13:44:14
89	TETRASPORACEAE	T	14	2012-06-27 13:44:14	2012-06-27 13:44:14
90	CHLOROCOCCACEAE	C	15	2012-06-27 13:44:14	2012-06-27 13:44:14
91	BRYOPSIDALES	B	12	2012-06-27 13:44:14	2012-06-27 13:44:14
92	BRYOPSIDACEAE	B	13	2012-06-27 13:44:14	2012-06-27 13:44:14
93	ANHINGIDAE	A	10	2012-06-27 13:44:14	2012-06-27 13:44:14
94	AEGITHALIDAE	A	12	2012-06-27 13:44:14	2012-06-27 13:44:14
95	SPONGOMORPHA	S	12	2012-06-27 13:44:14	2012-06-27 13:44:14
96	ENTOCLADIA	E	10	2012-06-27 13:44:14	2012-06-27 13:44:14
97	CHARACIUM	C	9	2012-06-27 13:44:14	2012-06-27 13:44:14
98	APHANOCHAETE	A	12	2012-06-27 13:44:14	2012-06-27 13:44:14
99	DICRANOCHAETE	D	13	2012-06-27 13:44:14	2012-06-27 13:44:14
100	TRERON	T	6	2012-06-27 13:44:14	2012-06-27 13:44:14
101	SURNICULUS	S	10	2012-06-27 13:44:14	2012-06-27 13:44:14
102	CHAETONEMA	C	10	2012-06-27 13:44:14	2012-06-27 13:44:14
103	LYSURUS	L	7	2012-06-27 13:44:14	2012-06-27 13:44:14
104	PASSERINA	P	9	2012-06-27 13:44:14	2012-06-27 13:44:14
105	XIPHORHYNCHUS	X	13	2012-06-27 13:44:14	2012-06-27 13:44:14
106	PREMNORNIS	P	10	2012-06-27 13:44:14	2012-06-27 13:44:14
107	PINICOLA	P	8	2012-06-27 13:44:14	2012-06-27 13:44:14
108	CALCARIUS	C	9	2012-06-27 13:44:14	2012-06-27 13:44:14
109	FRINGILLA	F	9	2012-06-27 13:44:14	2012-06-27 13:44:14
110	CHILIA	C	6	2012-06-27 13:44:14	2012-06-27 13:44:14
111	LINURGUS	L	8	2012-06-27 13:44:14	2012-06-27 13:44:14
112	DROMAIUS	D	8	2012-06-27 13:44:14	2012-06-27 13:44:14
113	DIOMEDEA	D	8	2012-06-27 13:44:14	2012-06-27 13:44:14
114	ANASTOMUS	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
115	EULABEORNIS	E	11	2012-06-27 13:44:14	2012-06-27 13:44:14
116	BOTAURUS	B	8	2012-06-27 13:44:14	2012-06-27 13:44:14
117	HEMICIRCUS	H	10	2012-06-27 13:44:14	2012-06-27 13:44:14
118	GECINULUS	G	9	2012-06-27 13:44:14	2012-06-27 13:44:14
119	ROLLULUS	R	8	2012-06-27 13:44:14	2012-06-27 13:44:14
120	VULTUR	V	6	2012-06-27 13:44:14	2012-06-27 13:44:14
121	SIPHONORHIS	S	11	2012-06-27 13:44:14	2012-06-27 13:44:14
122	OCEANITES	O	9	2012-06-27 13:44:14	2012-06-27 13:44:14
123	KOZLOWIA	K	8	2012-06-27 13:44:14	2012-06-27 13:44:14
124	ECTOCHAETE	E	10	2012-06-27 13:44:14	2012-06-27 13:44:14
125	DRAPARNALDIA	D	12	2012-06-27 13:44:14	2012-06-27 13:44:14
126	GOMONTIA	G	8	2012-06-27 13:44:14	2012-06-27 13:44:14
127	APIOCYSTIS	A	10	2012-06-27 13:44:14	2012-06-27 13:44:14
128	FULMARUS	F	8	2012-06-27 13:44:14	2012-06-27 13:44:14
129	GLACIALIS	G	9	2012-06-27 13:44:14	2012-06-27 13:44:14
130	LINNAEUS	L	8	2012-06-27 13:44:14	2012-06-27 13:44:14
131	1761	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
132	MORUS	M	5	2012-06-27 13:44:14	2012-06-27 13:44:14
133	BASSANUS	B	8	2012-06-27 13:44:14	2012-06-27 13:44:14
134	1758	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
135	ARDEA	A	5	2012-06-27 13:44:14	2012-06-27 13:44:14
136	CINEREA	C	7	2012-06-27 13:44:14	2012-06-27 13:44:14
137	BUBULCUS	B	8	2012-06-27 13:44:14	2012-06-27 13:44:14
138	IBIS	I	4	2012-06-27 13:44:14	2012-06-27 13:44:14
139	NYCTICORAX	N	10	2012-06-27 13:44:14	2012-06-27 13:44:14
140	CICONIA	C	7	2012-06-27 13:44:14	2012-06-27 13:44:14
141	NIGRA	N	5	2012-06-27 13:44:14	2012-06-27 13:44:14
142	PLATALEA	P	8	2012-06-27 13:44:14	2012-06-27 13:44:14
143	LEUCORODIA	L	10	2012-06-27 13:44:14	2012-06-27 13:44:14
144	CYGNUS	C	6	2012-06-27 13:44:14	2012-06-27 13:44:14
145	BRANTA	B	6	2012-06-27 13:44:14	2012-06-27 13:44:14
146	BERNICLA	B	8	2012-06-27 13:44:14	2012-06-27 13:44:14
147	ANSER	A	5	2012-06-27 13:44:14	2012-06-27 13:44:14
148	ALBIFRONS	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
149	SCOPOLI	S	7	2012-06-27 13:44:14	2012-06-27 13:44:14
150	1769	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
151	ERYTHROPUS	E	10	2012-06-27 13:44:14	2012-06-27 13:44:14
152	ANAS	A	4	2012-06-27 13:44:14	2012-06-27 13:44:14
153	STREPERA	S	8	2012-06-27 13:44:14	2012-06-27 13:44:14
154	CRECCA	C	6	2012-06-27 13:44:14	2012-06-27 13:44:14
155	PENELOPE	P	8	2012-06-27 13:44:14	2012-06-27 13:44:14
156	BUCEPHALA	B	9	2012-06-27 13:44:14	2012-06-27 13:44:14
157	CLANGULA	C	8	2012-06-27 13:44:14	2012-06-27 13:44:14
158	HISTRIONICUS	H	12	2012-06-27 13:44:14	2012-06-27 13:44:14
159	SOMATERIA	S	9	2012-06-27 13:44:14	2012-06-27 13:44:14
160	SPECTABILIS	S	11	2012-06-27 13:44:14	2012-06-27 13:44:14
161	MELANITTA	M	9	2012-06-27 13:44:14	2012-06-27 13:44:14
162	MERGUS	M	6	2012-06-27 13:44:14	2012-06-27 13:44:14
163	SERRATOR	S	8	2012-06-27 13:44:14	2012-06-27 13:44:14
164	MERGELLUS	M	9	2012-06-27 13:44:14	2012-06-27 13:44:14
165	ALBELLUS	A	8	2012-06-27 13:44:14	2012-06-27 13:44:14
166	ELANUS	E	6	2012-06-27 13:44:14	2012-06-27 13:44:14
167	CAERULEUS	C	9	2012-06-27 13:44:14	2012-06-27 13:44:14
168	DESFONTAINES	D	12	2012-06-27 13:44:14	2012-06-27 13:44:14
169	1789	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
170	ACCIPITER	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
171	NISUS	N	5	2012-06-27 13:44:14	2012-06-27 13:44:14
172	BUTEO	B	5	2012-06-27 13:44:14	2012-06-27 13:44:14
173	FALCO	F	5	2012-06-27 13:44:14	2012-06-27 13:44:14
174	RUPICOLOIDES	R	12	2012-06-27 13:44:14	2012-06-27 13:44:14
175	A	A	1	2012-06-27 13:44:14	2012-06-27 13:44:14
176	SMITH	S	5	2012-06-27 13:44:14	2012-06-27 13:44:14
177	1829	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
178	VESPERTINUS	V	11	2012-06-27 13:44:14	2012-06-27 13:44:14
179	1766	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
180	PHALCOBOENUS	P	12	2012-06-27 13:44:14	2012-06-27 13:44:14
181	AUSTRALIS	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
182	J	J	1	2012-06-27 13:44:14	2012-06-27 13:44:14
183	F	F	1	2012-06-27 13:44:14	2012-06-27 13:44:14
184	GMELIN	G	6	2012-06-27 13:44:14	2012-06-27 13:44:14
185	1788	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
186	MILVAGO	M	7	2012-06-27 13:44:14	2012-06-27 13:44:14
187	CHIMANGO	C	8	2012-06-27 13:44:14	2012-06-27 13:44:14
188	VIEILLOT	V	8	2012-06-27 13:44:14	2012-06-27 13:44:14
189	1816	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
190	MICRASTUR	M	9	2012-06-27 13:44:14	2012-06-27 13:44:14
191	PLUMBEUS	P	8	2012-06-27 13:44:14	2012-06-27 13:44:14
192	W	W	1	2012-06-27 13:44:14	2012-06-27 13:44:14
193	L	L	1	2012-06-27 13:44:14	2012-06-27 13:44:14
194	SCLATER	S	7	2012-06-27 13:44:14	2012-06-27 13:44:14
195	1918	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
196	POLIHIERAX	P	10	2012-06-27 13:44:14	2012-06-27 13:44:14
197	SEMITORQUATUS	S	13	2012-06-27 13:44:14	2012-06-27 13:44:14
198	1836	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
199	MICROHIERAX	M	11	2012-06-27 13:44:14	2012-06-27 13:44:14
200	LATIFRONS	L	9	2012-06-27 13:44:14	2012-06-27 13:44:14
201	SHARPE	S	6	2012-06-27 13:44:14	2012-06-27 13:44:14
202	1879	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
203	LEIPOA	L	6	2012-06-27 13:44:14	2012-06-27 13:44:14
204	OCELLATA	O	8	2012-06-27 13:44:14	2012-06-27 13:44:14
205	GOULD	G	5	2012-06-27 13:44:14	2012-06-27 13:44:14
206	1840	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
207	AEPYPODIUS	A	10	2012-06-27 13:44:14	2012-06-27 13:44:14
208	ARFAKIANUS	A	10	2012-06-27 13:44:14	2012-06-27 13:44:14
