367810	Eulabeornis	EULABEORNIS	78	1	339567310204462608976007856378595224202	2012-03-02 10:45:07	2012-03-02 10:45:07
371979	Botaurus	BOTAURUS	79	1	225273163354737856252455930458717760461	2012-03-02 10:45:07	2012-03-02 10:45:07
380093	Hemicircus	HEMICIRCUS	80	1	29411449812678904446363242546636157391	2012-03-02 10:45:07	2012-03-02 10:45:07
380137	Gecinulus	GECINULUS	81	1	281595448096777030478892756903567516435	2012-03-02 10:45:07	2012-03-02 10:45:07
380157	Rollulus	ROLLULUS	82	1	322709179318419822513865278928609772159	2012-03-02 10:45:07	2012-03-02 10:45:07
386952	Vultur	VULTUR	83	1	91923183909588910467510075449401575210	2012-03-02 10:45:07	2012-03-02 10:45:07
396509	Siphonorhis	SIPHONORHIS	84	1	83831256206180678521600021037307481627	2012-03-02 10:45:07	2012-03-02 10:45:07
402005	Oceanites	OCEANITES	85	1	290040167875940343593588832995442712634	2012-03-02 10:45:07	2012-03-02 10:45:07
406022	Kozlowia	KOZLOWIA	86	1	123511032804614743563399881116417717663	2012-03-02 10:45:07	2012-03-02 10:45:07
412202	Ectochaete	ECTOCHAETE	87	1	278041182847967725545839038739781923749	2012-03-02 10:45:07	2012-03-02 10:45:07
412418	Draparnaldia	DRAPARNALDIA	88	1	262209736629256345464264627936522954705	2012-03-02 10:45:07	2012-03-02 10:45:07
412514	Gomontia	GOMONTIA	89	1	75941567315485600350434031967179631411	2012-03-02 10:45:07	2012-03-02 10:45:07
414464	Acrochaete	ACROCHAETE	90	1	44409310642281805930159568735261909025	2012-03-02 10:45:07	2012-03-02 10:45:07
414960	Apiocystis	APIOCYSTIS	91	1	108778700410886432273572496050733401472	2012-03-02 10:45:07	2012-03-02 10:45:07
726244	Fulmarus glacialis (Linnaeus, 1761)	FULMARUS GLACIALIS (LINNAEUS, 1761)	92	1	169707189840084818667160093957077697156	2012-03-02 10:45:07	2012-03-02 10:45:07
726336	Morus bassanus (Linnaeus, 1758)	MORUS BASSANUS (LINNAEUS, 1758)	93	1	118611808151143807127278107615637837050	2012-03-02 10:45:07	2012-03-02 10:45:07
726376	Ardea cinerea Linnaeus, 1758	ARDEA CINEREA LINNAEUS, 1758	94	1	249281380440948805970160933625575500973	2012-03-02 10:45:07	2012-03-02 10:45:07
726388	Bubulcus ibis (Linnaeus, 1758)	BUBULCUS IBIS (LINNAEUS, 1758)	95	1	103085180568824019940130107459735029484	2012-03-02 10:45:07	2012-03-02 10:45:07
726400	Nycticorax nycticorax (Linnaeus, 1758)	NYCTICORAX NYCTICORAX (LINNAEUS, 1758)	96	1	165503579046860327209883474417194390594	2012-03-02 10:45:07	2012-03-02 10:45:07
726448	Ciconia nigra (Linnaeus, 1758)	CICONIA NIGRA (LINNAEUS, 1758)	97	1	271450511064936219253045848174267841075	2012-03-02 10:45:07	2012-03-02 10:45:07
726460	Platalea leucorodia Linnaeus, 1758	PLATALEA LEUCORODIA LINNAEUS, 1758	98	1	20386211534219569888943752629266942987	2012-03-02 10:45:07	2012-03-02 10:45:07
726488	Cygnus cygnus (Linnaeus, 1758)	CYGNUS CYGNUS (LINNAEUS, 1758)	99	1	92348206858661506417962463043486486436	2012-03-02 10:45:07	2012-03-02 10:45:07
726492	Branta bernicla (Linnaeus, 1758)	BRANTA BERNICLA (LINNAEUS, 1758)	100	1	105436193923014987501396574749643313376	2012-03-02 10:45:07	2012-03-02 10:45:07
726496	Anser albifrons (Scopoli, 1769)	ANSER ALBIFRONS (SCOPOLI, 1769)	101	1	28655043702040119359748761056266727308	2012-03-02 10:45:07	2012-03-02 10:45:07
726500	Anser erythropus (Linnaeus, 1758)	ANSER ERYTHROPUS (LINNAEUS, 1758)	102	1	121581973020296238878010690726074582409	2012-03-02 10:45:07	2012-03-02 10:45:07
726524	Anas strepera Linnaeus, 1758	ANAS STREPERA LINNAEUS, 1758	103	1	333046426125024375730076410083068478560	2012-03-02 10:45:07	2012-03-02 10:45:07
726528	Anas crecca Linnaeus, 1758	ANAS CRECCA LINNAEUS, 1758	104	1	54352077186236258692878558174268107376	2012-03-02 10:45:07	2012-03-02 10:45:07
726532	Anas penelope Linnaeus, 1758	ANAS PENELOPE LINNAEUS, 1758	105	1	17365138643535973405069579640930003675	2012-03-02 10:45:07	2012-03-02 10:45:07
726568	Bucephala clangula (Linnaeus, 1758)	BUCEPHALA CLANGULA (LINNAEUS, 1758)	106	1	268504837624673130144812483547781637600	2012-03-02 10:45:07	2012-03-02 10:45:07
