1	Catalogue of Life	\N	\N	\N	\N	14	0	\N	0	2012-07-10 12:14:56	2012-07-10 12:14:56
3	ITIS	The White House Subcommittee on Biodiversity and Ecosystem Dynamics has identified systematics as a research priority that is fundamental to ecosystem management and biodiversity conservation. This primary need identified by the Subcommittee requires improvements in the organization of, and access to, standardized nomenclature. ITIS (originally referred to as the Interagency Taxonomic Information System) was designed to fulfill these requirements. In the future, the ITIS will provide taxonomic data and a directory of taxonomic expertise that will support the system	\N	\N	\N	14	0	\N	0	2012-07-10 12:14:56	2012-07-10 12:14:56
157	Belgian Species List	This resource was created by publishing the backend database of the Belgian Species List website (www.species.be). This publishing work has been done by the Belgian Biodiversity Platform (http://www.biodiversity.be) in the framework of the "GBIF award for evaluating checklist publication format" during May 2011.Data extracted by Francis Strobbe on May 27th 2011.\Abstract of the Belgian Species List project: Since almost a year now, people of all ages can access the Belgian Species List for an extensive overview of the biodiversity in Belgium. Animals, plants, fungi: you can make your way through a total of more than 32.000 species!	\N	\N	\N	14	0	\N	0	2012-07-10 12:14:56	2012-07-10 12:14:56
