332452	Procellariidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Procellariidae","normalized":"Procellariidae","canonical":"Procellariidae","hybrid":false,"details":[{"uninomial":{"string":"Procellariidae"}}],"parser_run":1,"positions":{"0":["uninomial",14]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332464	Phoenicopteridae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Phoenicopteridae","normalized":"Phoenicopteridae","canonical":"Phoenicopteridae","hybrid":false,"details":[{"uninomial":{"string":"Phoenicopteridae"}}],"parser_run":1,"positions":{"0":["uninomial",16]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332476	Parulidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Parulidae","normalized":"Parulidae","canonical":"Parulidae","hybrid":false,"details":[{"uninomial":{"string":"Parulidae"}}],"parser_run":1,"positions":{"0":["uninomial",9]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332484	Cuculiformes	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Cuculiformes","normalized":"Cuculiformes","canonical":"Cuculiformes","hybrid":false,"details":[{"uninomial":{"string":"Cuculiformes"}}],"parser_run":1,"positions":{"0":["uninomial",12]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332508	Laridae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Laridae","normalized":"Laridae","canonical":"Laridae","hybrid":false,"details":[{"uninomial":{"string":"Laridae"}}],"parser_run":1,"positions":{"0":["uninomial",7]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332516	Hirundinidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Hirundinidae","normalized":"Hirundinidae","canonical":"Hirundinidae","hybrid":false,"details":[{"uninomial":{"string":"Hirundinidae"}}],"parser_run":1,"positions":{"0":["uninomial",12]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332520	Glareolidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Glareolidae","normalized":"Glareolidae","canonical":"Glareolidae","hybrid":false,"details":[{"uninomial":{"string":"Glareolidae"}}],"parser_run":1,"positions":{"0":["uninomial",11]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332528	Falconidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Falconidae","normalized":"Falconidae","canonical":"Falconidae","hybrid":false,"details":[{"uninomial":{"string":"Falconidae"}}],"parser_run":1,"positions":{"0":["uninomial",10]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332544	Coraciidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Coraciidae","normalized":"Coraciidae","canonical":"Coraciidae","hybrid":false,"details":[{"uninomial":{"string":"Coraciidae"}}],"parser_run":1,"positions":{"0":["uninomial",10]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
332596	Ciconiidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Ciconiidae","normalized":"Ciconiidae","canonical":"Ciconiidae","hybrid":false,"details":[{"uninomial":{"string":"Ciconiidae"}}],"parser_run":1,"positions":{"0":["uninomial",10]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
