1	332392	2363141	\N	\N	family	2363141	\N	Animalia|Chordata|Aves|Passeriformes|Vireonidae	2362377|2362754|2363138|2363139|2363141	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	332396	2363145	\N	\N	family	2363145	\N	Animalia|Chordata|Aves|Upupiformes|Upupidae	2362377|2362754|2363138|2363144|2363145	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	337852	2369258	\N	\N	family	2369258	\N	Animalia|Chordata|Aves|Ciconiiformes|Anhingidae	2362377|2362754|2363138|2363161|2369258	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	344611	2378348	\N	\N	genus	2378348	\N	Animalia|Chordata|Aves|Columbiformes|Columbidae|Treron	2362377|2362754|2363138|2363188|2363295|2378348	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	347361	2381399	\N	\N	genus	2381399	\N	Animalia|Chordata|Aves|Cuculiformes|Cuculidae|Surniculus	2362377|2362754|2363138|2363233|2363287|2381399	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	351486	2477931	\N	\N	genus	2477931	\N	Animalia|Chordata|Aves|Passeriformes|Emberizidae|Lysurus	2362377|2362754|2363138|2363139|2363282|2477931	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366423	2415483	\N	\N	genus	2415483	\N	Animalia|Chordata|Aves|Passeriformes|Furnariidae|Xiphorhynchus	2362377|2362754|2363138|2363139|2363273|2415483	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366435	2415496	\N	\N	genus	2415496	\N	Animalia|Chordata|Aves|Passeriformes|Furnariidae|Premnornis	2362377|2362754|2363138|2363139|2363273|2415496	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366443	2415506	\N	\N	genus	2415506	\N	Animalia|Chordata|Aves|Passeriformes|Fringillidae|Pinicola	2362377|2362754|2363138|2363139|2363274|2415506	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366451	2415515	\N	\N	genus	2415515	\N	Animalia|Chordata|Aves|Passeriformes|Emberizidae|Calcarius	2362377|2362754|2363138|2363139|2363282|2415515	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366463	2415527	\N	\N	genus	2415527	\N	Animalia|Chordata|Aves|Passeriformes|Fringillidae|Fringilla	2362377|2362754|2363138|2363139|2363274|2415527	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366475	2415539	\N	\N	genus	2415539	\N	Animalia|Chordata|Aves|Passeriformes|Furnariidae|Chilia	2362377|2362754|2363138|2363139|2363273|2415539	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366483	2415547	\N	\N	genus	2415547	\N	Animalia|Chordata|Aves|Passeriformes|Fringillidae|Linurgus	2362377|2362754|2363138|2363139|2363274|2415547	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366495	2415560	\N	\N	genus	2415560	\N	Animalia|Chordata|Aves|Struthioniformes|Dromaiidae|Dromaius	2362377|2362754|2363138|2363169|2363284|2415560	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	366503	2415568	\N	\N	genus	2415568	\N	Animalia|Chordata|Aves|Ciconiiformes|Diomedeidae|Diomedea	2362377|2362754|2363138|2363161|2363285|2415568	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	367794	2417023	\N	\N	genus	2417023	\N	Animalia|Chordata|Aves|Ciconiiformes|Ciconiidae|Anastomus	2362377|2362754|2363138|2363161|2363351|2417023	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	367810	2417040	\N	\N	genus	2417040	\N	Animalia|Chordata|Aves|Gruiformes|Rallidae|Eulabeornis	2362377|2362754|2363138|2363181|2363192|2417040	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	371979	2423277	\N	\N	genus	2423277	\N	Animalia|Chordata|Aves|Ciconiiformes|Ardeidae|Botaurus	2362377|2362754|2363138|2363161|2368142|2423277	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	380093	2433821	\N	\N	genus	2433821	\N	Animalia|Chordata|Aves|Piciformes|Picidae|Hemicircus	2362377|2362754|2363138|2363190|2363210|2433821	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	380137	2433879	\N	\N	genus	2433879	\N	Animalia|Chordata|Aves|Piciformes|Picidae|Gecinulus	2362377|2362754|2363138|2363190|2363210|2433879	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	380157	2433901	\N	\N	genus	2433901	\N	Animalia|Chordata|Aves|Galliformes|Phasianidae|Rollulus	2362377|2362754|2363138|2363215|2363216|2433901	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	386952	2442624	\N	\N	genus	2442624	\N	Animalia|Chordata|Aves|Ciconiiformes|Ciconiidae|Vultur	2362377|2362754|2363138|2363161|2363351|2442624	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	396509	2453747	\N	\N	genus	2453747	\N	Animalia|Chordata|Aves|Strigiformes|Caprimulgidae|Siphonorhis	2362377|2362754|2363138|2363146|2363358|2453747	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	402005	2461546	\N	\N	genus	2461546	\N	Animalia|Chordata|Aves|Ciconiiformes|Hydrobatidae|Oceanites	2362377|2362754|2363138|2363161|2363264|2461546	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	406022	2467257	\N	\N	genus	2467257	\N	Animalia|Chordata|Aves|Passeriformes|Fringillidae|Kozlowia	2362377|2362754|2363138|2363139|2363274|2467257	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726863	6848256	\N	\N	species	6848256	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Falco|Falco rupicoloides	2362377|2362754|2363138|2363161|2363277|2422589|6848256	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726867	6848260	\N	\N	species	6848260	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Falco|Falco vespertinus	2362377|2362754|2363138|2363161|2363277|2422589|6848260	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726871	6848264	\N	\N	species	6848264	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Phalcoboenus|Phalcoboenus australis	2362377|2362754|2363138|2363161|2363277|2493250|6848264	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726875	6848268	\N	\N	species	6848268	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Milvago|Milvago chimango	2362377|2362754|2363138|2363161|2363277|2493251|6848268	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726879	6848272	\N	\N	species	6848272	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Micrastur|Micrastur plumbeus	2362377|2362754|2363138|2363161|2363277|2490596|6848272	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726883	6848276	\N	\N	species	6848276	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Polihierax|Polihierax semitorquatus	2362377|2362754|2363138|2363161|2363277|2493253|6848276	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726887	6848280	\N	\N	species	6848280	\N	Animalia|Chordata|Aves|Ciconiiformes|Falconidae|Microhierax|Microhierax latifrons	2362377|2362754|2363138|2363161|2363277|2442420|6848280	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726891	6848284	\N	\N	species	6848284	\N	Animalia|Chordata|Aves|Craciformes|Megapodiidae|Leipoa|Leipoa ocellata	2362377|2362754|2363138|2363252|2363253|2493255|6848284	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726895	6848288	\N	\N	species	6848288	\N	Animalia|Chordata|Aves|Craciformes|Megapodiidae|Aepypodius|Aepypodius arfakianus	2362377|2362754|2363138|2363252|2363253|2493258|6848288	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726899	6848292	\N	\N	species	6848292	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Ortalis|Ortalis canicollis	2362377|2362754|2363138|2363252|2363289|2414940|6848292	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726903	6848296	\N	\N	species	6848296	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Ortalis|Ortalis ruficauda	2362377|2362754|2363138|2363252|2363289|2414940|6848296	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726907	6848300	\N	\N	species	6848300	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Penelope|Penelope argyrotis	2362377|2362754|2363138|2363252|2363289|2414939|6848300	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726911	6848304	\N	\N	species	6848304	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Penelope|Penelope marail	2362377|2362754|2363138|2363252|2363289|2414939|6848304	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726915	6848308	\N	\N	species	6848308	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Penelope|Penelope ortoni	2362377|2362754|2363138|2363252|2363289|2414939|6848308	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726919	6848312	\N	\N	species	6848312	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Penelope|Penelope superciliaris	2362377|2362754|2363138|2363252|2363289|2414939|6848312	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726923	6848316	\N	\N	species	6848316	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Chamaepetes|Chamaepetes goudotii	2362377|2362754|2363138|2363252|2363289|2417628|6848316	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726927	6848320	\N	\N	species	6848320	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Nothocrax|Nothocrax urumutum	2362377|2362754|2363138|2363252|2363289|2490460|6848320	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726931	6848324	\N	\N	species	6848324	\N	Animalia|Chordata|Aves|Craciformes|Cracidae|Crax|Crax daubentoni	2362377|2362754|2363138|2363252|2363289|2417624|6848324	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726935	6848328	\N	\N	species	6848328	\N	Animalia|Chordata|Aves|Galliformes|Phasianidae|Bonasa|Bonasa umbellus	2362377|2362754|2363138|2363215|2363216|2442306|6848328	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726939	6848332	\N	\N	species	6848332	\N	Animalia|Chordata|Aves|Galliformes|Phasianidae|Tympanuchus|Tympanuchus phasianellus	2362377|2362754|2363138|2363215|2363216|2413550|6848332	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726943	6848336	\N	\N	species	6848336	\N	Animalia|Chordata|Aves|Galliformes|Odontophoridae|Colinus|Colinus cristatus	2362377|2362754|2363138|2363215|2363235|2416947|6848336	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726947	6848340	\N	\N	species	6848340	\N	Animalia|Chordata|Aves|Galliformes|Odontophoridae|Callipepla|Callipepla gambelii	2362377|2362754|2363138|2363215|2363235|2416948|6848340	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726951	6848344	\N	\N	species	6848344	\N	Animalia|Chordata|Aves|Galliformes|Phasianidae|Phasianus|Phasianus colchicus	2362377|2362754|2363138|2363215|2363216|2423458|6848344	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726955	6848348	\N	\N	species	6848348	\N	Animalia|Chordata|Aves|Galliformes|Phasianidae|Alectoris|Alectoris graeca	2362377|2362754|2363138|2363215|2363216|2423459|6848348	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726959	6848352	\N	\N	species	6848352	\N	Animalia|Chordata|Aves|Galliformes|Phasianidae|Perdix|Perdix perdix	2362377|2362754|2363138|2363215|2363216|2423460|6848352	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726963	6848356	\N	\N	species	6848356	\N	Animalia|Chordata|Aves|Galliformes|Odontophoridae|Odontophorus|Odontophorus atrifrons	2362377|2362754|2363138|2363215|2363235|2423463|6848356	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	726967	6848360	\N	\N	species	6848360	\N	Animalia|Chordata|Aves|Galliformes|Odontophoridae|Odontophorus|Odontophorus dialeucos	2362377|2362754|2363138|2363215|2363235|2423463|6848360	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728226	6849619	\N	\N	species	6849619	\N	Animalia|Chordata|Aves|Passeriformes|Mimidae|Toxostoma|Toxostoma longirostre	2362377|2362754|2363138|2363139|2363246|2493404|6849619	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728230	6849623	\N	\N	species	6849623	\N	Animalia|Chordata|Aves|Passeriformes|Mimidae|Toxostoma|Toxostoma redivivum	2362377|2362754|2363138|2363139|2363246|2493404|6849623	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728234	6849627	\N	\N	species	6849627	\N	Animalia|Chordata|Aves|Passeriformes|Mimidae|Oreoscoptes|Oreoscoptes montanus	2362377|2362754|2363138|2363139|2363246|2493405|6849627	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728238	6849631	\N	\N	species	6849631	\N	Animalia|Chordata|Aves|Passeriformes|Muscicapidae|Muscicapa|Muscicapa sibirica	2362377|2362754|2363138|2363139|2363242|2416992|6849631	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728242	6849635	\N	\N	species	6849635	\N	Animalia|Chordata|Aves|Passeriformes|Sylviidae|Cettia|Cettia diphone	2362377|2362754|2363138|2363139|2363166|2416994|6849635	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728246	6849639	\N	\N	species	6849639	\N	Animalia|Chordata|Aves|Passeriformes|Monarchidae|Clytorhynchus|Clytorhynchus vitiensis	2362377|2362754|2363138|2363139|2363244|2416997|6849639	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728250	6849643	\N	\N	species	6849643	\N	Animalia|Chordata|Aves|Passeriformes|Monarchidae|Myiagra|Myiagra erythrops	2362377|2362754|2363138|2363139|2363244|2417000|6849643	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728254	6849647	\N	\N	species	6849647	\N	Animalia|Chordata|Aves|Passeriformes|Rhipiduridae|Rhipidura|Rhipidura lepida	2362377|2362754|2363138|2363139|2363183|2377739|6849647	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728258	6849651	\N	\N	species	6849651	\N	Animalia|Chordata|Aves|Passeriformes|Remizidae|Auriparus|Auriparus flaviceps	2362377|2362754|2363138|2363139|2363186|2417002|6849651	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728262	6849655	\N	\N	species	6849655	\N	Animalia|Chordata|Aves|Passeriformes|Sittidae|Sitta|Sitta pusilla	2362377|2362754|2363138|2363139|2363175|2378241|6849655	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
1	728266	6849659	\N	\N	species	6849659	\N	Animalia|Chordata|Aves|Passeriformes|Meliphagidae|Chaetoptila|Chaetoptila angustipluma	2362377|2362754|2363138|2363139|2363250|2417178|6849659	2012-06-27 13:44:14	2012-06-27 13:44:14	1	\N
