341470	Entocladia	ENTOCLADIA	57	1	16314203733382666477745875064125319263	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
341682	Stigeoclonium	STIGEOCLONIUM	58	1	96740849723922170820820403532317529430	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
341686	Characium	CHARACIUM	59	1	263879030127492794124706365055105260776	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
341698	Oedogonium	OEDOGONIUM	60	1	326197794557245883556986188672006036935	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
342641	Aphanochaete	APHANOCHAETE	61	1	301856696623723823059305988308230506108	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
342993	Dicranochaete	DICRANOCHAETE	62	1	109089377658076590993558488959712640956	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
344611	Treron	TRERON	63	1	245074021794891442011606365882846670600	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
347361	Surniculus	SURNICULUS	64	1	272275639600650325661387782772477356934	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
348880	Chaetonema	CHAETONEMA	65	1	39526117831751453145393391601746399004	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
351486	Lysurus	LYSURUS	66	1	175497592667956931794703257456284603311	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
363562	Passerina	PASSERINA	67	1	189061571525004554774956614232212055147	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366423	Xiphorhynchus	XIPHORHYNCHUS	68	1	205790436848560385438587046820700897323	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366435	Premnornis	PREMNORNIS	69	1	35600668531767026827760480236304337220	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366443	Pinicola	PINICOLA	70	1	129056370637391833331935272989173524156	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366451	Calcarius	CALCARIUS	71	1	155220730579248599462773342789564460842	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366463	Fringilla	FRINGILLA	72	1	38761311565898084936908975373424433674	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366475	Chilia	CHILIA	73	1	49919035475485415287051999676186409511	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366483	Linurgus	LINURGUS	74	1	178357640867276099620548546511989557218	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366495	Dromaius	DROMAIUS	75	1	242263315161701355368009869785227735196	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
366503	Diomedea	DIOMEDEA	76	1	29202301690843594359945556577203072495	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
367794	Anastomus	ANASTOMUS	77	1	52614494950712227330272691561787215593	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
367810	Eulabeornis	EULABEORNIS	78	1	339567310204462608976007856378595224202	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
371979	Botaurus	BOTAURUS	79	1	225273163354737856252455930458717760461	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
380093	Hemicircus	HEMICIRCUS	80	1	29411449812678904446363242546636157391	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
380137	Gecinulus	GECINULUS	81	1	281595448096777030478892756903567516435	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
380157	Rollulus	ROLLULUS	82	1	322709179318419822513865278928609772159	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
386952	Vultur	VULTUR	83	1	91923183909588910467510075449401575210	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
396509	Siphonorhis	SIPHONORHIS	84	1	83831256206180678521600021037307481627	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
402005	Oceanites	OCEANITES	85	1	290040167875940343593588832995442712634	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
406022	Kozlowia	KOZLOWIA	86	1	123511032804614743563399881116417717663	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
412202	Ectochaete	ECTOCHAETE	87	1	278041182847967725545839038739781923749	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
412418	Draparnaldia	DRAPARNALDIA	88	1	262209736629256345464264627936522954705	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
412514	Gomontia	GOMONTIA	89	1	75941567315485600350434031967179631411	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
414464	Acrochaete	ACROCHAETE	90	1	44409310642281805930159568735261909025	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
414960	Apiocystis	APIOCYSTIS	91	1	108778700410886432273572496050733401472	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726244	Fulmarus glacialis (Linnaeus, 1761)	FULMARUS GLACIALIS (LINNAEUS, 1761)	92	1	169707189840084818667160093957077697156	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726336	Morus bassanus (Linnaeus, 1758)	MORUS BASSANUS (LINNAEUS, 1758)	93	1	118611808151143807127278107615637837050	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726376	Ardea cinerea Linnaeus, 1758	ARDEA CINEREA LINNAEUS, 1758	94	1	249281380440948805970160933625575500973	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726388	Bubulcus ibis (Linnaeus, 1758)	BUBULCUS IBIS (LINNAEUS, 1758)	95	1	103085180568824019940130107459735029484	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726400	Nycticorax nycticorax (Linnaeus, 1758)	NYCTICORAX NYCTICORAX (LINNAEUS, 1758)	96	1	165503579046860327209883474417194390594	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726448	Ciconia nigra (Linnaeus, 1758)	CICONIA NIGRA (LINNAEUS, 1758)	97	1	271450511064936219253045848174267841075	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726460	Platalea leucorodia Linnaeus, 1758	PLATALEA LEUCORODIA LINNAEUS, 1758	98	1	20386211534219569888943752629266942987	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726488	Cygnus cygnus (Linnaeus, 1758)	CYGNUS CYGNUS (LINNAEUS, 1758)	99	1	92348206858661506417962463043486486436	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726492	Branta bernicla (Linnaeus, 1758)	BRANTA BERNICLA (LINNAEUS, 1758)	100	1	105436193923014987501396574749643313376	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726496	Anser albifrons (Scopoli, 1769)	ANSER ALBIFRONS (SCOPOLI, 1769)	101	1	28655043702040119359748761056266727308	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726500	Anser erythropus (Linnaeus, 1758)	ANSER ERYTHROPUS (LINNAEUS, 1758)	102	1	121581973020296238878010690726074582409	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726524	Anas strepera Linnaeus, 1758	ANAS STREPERA LINNAEUS, 1758	103	1	333046426125024375730076410083068478560	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726528	Anas crecca Linnaeus, 1758	ANAS CRECCA LINNAEUS, 1758	104	1	54352077186236258692878558174268107376	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726532	Anas penelope Linnaeus, 1758	ANAS PENELOPE LINNAEUS, 1758	105	1	17365138643535973405069579640930003675	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726568	Bucephala clangula (Linnaeus, 1758)	BUCEPHALA CLANGULA (LINNAEUS, 1758)	106	1	268504837624673130144812483547781637600	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726572	Histrionicus histrionicus (Linnaeus, 1758)	HISTRIONICUS HISTRIONICUS (LINNAEUS, 1758)	107	1	97743267509984394073682468475185596837	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726576	Somateria spectabilis (Linnaeus, 1758)	SOMATERIA SPECTABILIS (LINNAEUS, 1758)	108	1	258494064180030550084214420003171513537	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726580	Melanitta nigra (Linnaeus, 1758)	MELANITTA NIGRA (LINNAEUS, 1758)	109	1	13616925118296650056518436572388204713	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726588	Mergus serrator Linnaeus, 1758	MERGUS SERRATOR LINNAEUS, 1758	110	1	271235217220274696159777189650417547735	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726592	Mergellus albellus (Linnaeus, 1758)	MERGELLUS ALBELLUS (LINNAEUS, 1758)	111	1	104733885189100196752443894708076647328	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726632	Elanus caeruleus (Desfontaines, 1789)	ELANUS CAERULEUS (DESFONTAINES, 1789)	112	1	66334760994049241787954997180564183708	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726664	Accipiter nisus (Linnaeus, 1758)	ACCIPITER NISUS (LINNAEUS, 1758)	113	1	270773360656727010598927949555726368513	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726692	Buteo buteo (Linnaeus, 1758)	BUTEO BUTEO (LINNAEUS, 1758)	114	1	45247167831565934164373050545715474798	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726863	Falco rupicoloides A. Smith, 1829	FALCO RUPICOLOIDES A. SMITH, 1829	115	1	252941120881791082705798828031113210036	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726867	Falco vespertinus Linnaeus, 1766	FALCO VESPERTINUS LINNAEUS, 1766	116	1	188197760494557827154489545917744734058	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726871	Phalcoboenus australis (J. F. Gmelin, 1788)	PHALCOBOENUS AUSTRALIS (J. F. GMELIN, 1788)	117	1	194279037885683218298704746119975894297	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726875	Milvago chimango (Vieillot, 1816)	MILVAGO CHIMANGO (VIEILLOT, 1816)	118	1	327209786260764398961149464991353575073	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726879	Micrastur plumbeus W. L. Sclater, 1918	MICRASTUR PLUMBEUS W. L. SCLATER, 1918	119	1	328270803234227026567813521428370189130	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726883	Polihierax semitorquatus (A. Smith, 1836)	POLIHIERAX SEMITORQUATUS (A. SMITH, 1836)	120	1	153938098372252881566586037640457635380	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726887	Microhierax latifrons Sharpe, 1879	MICROHIERAX LATIFRONS SHARPE, 1879	121	1	132285758628821270522393916647950969531	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726891	Leipoa ocellata Gould, 1840	LEIPOA OCELLATA GOULD, 1840	122	1	262509083400197667999887011178332876203	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726895	Aepypodius arfakianus (Salvadori, 1877)	AEPYPODIUS ARFAKIANUS (SALVADORI, 1877)	123	1	329706858797778869405985296325659195088	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726899	Ortalis canicollis (Wagler, 1830)	ORTALIS CANICOLLIS (WAGLER, 1830)	124	1	99346114031790419698911663786455384435	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726903	Ortalis ruficauda Jardine, 1847	ORTALIS RUFICAUDA JARDINE, 1847	125	1	46112544736697540355841708111713396455	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726907	Penelope argyrotis (Bonaparte, 1856)	PENELOPE ARGYROTIS (BONAPARTE, 1856)	126	1	201495234153540486340399751527934406853	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726911	Penelope marail (Statius Muller, 1776)	PENELOPE MARAIL (STATIUS MULLER, 1776)	127	1	103472758017972046081425117201292743194	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726915	Penelope ortoni Salvin, 1874	PENELOPE ORTONI SALVIN, 1874	128	1	293519608528889043863755980645457769238	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726919	Penelope superciliaris Temminck, 1815	PENELOPE SUPERCILIARIS TEMMINCK, 1815	129	1	162465176505085466906867001955928401366	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726923	Chamaepetes goudotii (Lesson, 1828)	CHAMAEPETES GOUDOTII (LESSON, 1828)	130	1	99739363685837603227550616355813825673	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726927	Nothocrax urumutum (Spix, 1825)	NOTHOCRAX URUMUTUM (SPIX, 1825)	131	1	11977962425604076345616023073381592738	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726931	Crax daubentoni G. R. Gray, 1867	CRAX DAUBENTONI G. R. GRAY, 1867	132	1	312049208362369744640148954786315674611	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726935	Bonasa umbellus (Linnaeus, 1766)	BONASA UMBELLUS (LINNAEUS, 1766)	133	1	59890789866473679760904186271613007804	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726939	Tympanuchus phasianellus (Linnaeus, 1758)	TYMPANUCHUS PHASIANELLUS (LINNAEUS, 1758)	134	1	37376545094542271680303076235310669947	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726943	Colinus cristatus (Linnaeus, 1766)	COLINUS CRISTATUS (LINNAEUS, 1766)	135	1	37822253532229281974421007334976656432	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726947	Callipepla gambelii (Gambel, 1843)	CALLIPEPLA GAMBELII (GAMBEL, 1843)	136	1	265817806246909145061579593615870621129	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726951	Phasianus colchicus Linnaeus, 1758	PHASIANUS COLCHICUS LINNAEUS, 1758	137	1	226749764887952254545077137302006527007	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726955	Alectoris graeca (Meisner, 1804)	ALECTORIS GRAECA (MEISNER, 1804)	138	1	31846782902646441502430991499442435142	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726959	Perdix perdix (Linnaeus, 1758)	PERDIX PERDIX (LINNAEUS, 1758)	139	1	88480329707203346513934437170858973135	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726963	Odontophorus atrifrons Allen, 1900	ODONTOPHORUS ATRIFRONS ALLEN, 1900	140	1	101317828383916223172211063623479946611	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
726967	Odontophorus dialeucos Wetmore, 1963	ODONTOPHORUS DIALEUCOS WETMORE, 1963	141	1	137958773976800303712765805895034061041	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727123	Anthropoides virgo (Linnaeus, 1758)	ANTHROPOIDES VIRGO (LINNAEUS, 1758)	142	1	86498957795089141570277585656762549451	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727227	Otis tarda Linnaeus, 1758	OTIS TARDA LINNAEUS, 1758	143	1	86228869786578558808883119089296490444	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727263	Vanellus gregarius (Pallas, 1771)	VANELLUS GREGARIUS (PALLAS, 1771)	144	1	318711505323853129846029555276558436259	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727295	Charadrius leschenaultii Lesson, 1826	CHARADRIUS LESCHENAULTII LESSON, 1826	145	1	195043565008611283167636866804305825150	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727315	Pluvialis squatarola (Linnaeus, 1758)	PLUVIALIS SQUATAROLA (LINNAEUS, 1758)	146	1	192415737176968690652816867494421424858	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727339	Tringa erythropus (Pallas, 1764)	TRINGA ERYTHROPUS (PALLAS, 1764)	147	1	164999471437693774480746356393174453060	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727355	Calidris tenuirostris (Horsfield, 1821)	CALIDRIS TENUIROSTRIS (HORSFIELD, 1821)	148	1	292214672706397488835636775814567790577	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727359	Calidris melanotos (Vieillot, 1819)	CALIDRIS MELANOTOS (VIEILLOT, 1819)	149	1	315782899532208379387232312510853978355	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727367	Calidris alpina (Linnaeus, 1758)	CALIDRIS ALPINA (LINNAEUS, 1758)	150	1	205773421726764282522633806920307608473	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727371	Calidris alba (Pallas, 1764)	CALIDRIS ALBA (PALLAS, 1764)	151	1	59431607762778457618877403978008794340	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727375	Limnodromus scolopaceus (Say, 1823)	LIMNODROMUS SCOLOPACEUS (SAY, 1823)	152	1	279920975506931136209888687213758094812	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727379	Limosa lapponica (Linnaeus, 1758)	LIMOSA LAPPONICA (LINNAEUS, 1758)	153	1	334416872066905455930485170429844594746	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727399	Limicola falcinellus (Pontoppidan, 1763)	LIMICOLA FALCINELLUS (PONTOPPIDAN, 1763)	154	1	159383587777726814957331166483109543269	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727403	Recurvirostra avosetta Linnaeus, 1758	RECURVIROSTRA AVOSETTA LINNAEUS, 1758	155	1	106713368096794650151147418041719601137	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727411	Phalaropus tricolor (Vieillot, 1819)	PHALAROPUS TRICOLOR (VIEILLOT, 1819)	156	1	35713758595914296175539814712885140404	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727415	Burhinus oedicnemus (Linnaeus, 1758)	BURHINUS OEDICNEMUS (LINNAEUS, 1758)	157	1	239957748062731525033298314216847820038	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727427	Cursorius cursor (Latham, 1787)	CURSORIUS CURSOR (LATHAM, 1787)	158	1	117084397584033834153738813051274696346	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727443	Stercorarius pomarinus (Temminck, 1815)	STERCORARIUS POMARINUS (TEMMINCK, 1815)	159	1	279716681697793820137814215031986959281	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727447	Larus glaucoides Meyer, 1822	LARUS GLAUCOIDES MEYER, 1822	160	1	307843413360183291652371088211152614950	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
727459	Larus ridibundus Linnaeus, 1766	LARUS RIDIBUNDUS LINNAEUS, 1766	161	1	31919467129562034716387398813059779744	2012-07-10 12:14:56	2012-07-10 12:14:56	30400	0
