25715	23833	39068258	7	19	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25716	23834	39068259	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25717	23835	39068259	4	12	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25718	23797	39068259	7	22	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25719	23799	39068259	7	27	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25720	23834	39068260	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25721	23836	39068260	4	12	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25722	23797	39068260	7	25	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25723	23799	39068260	7	30	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25724	23834	39068261	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25725	23837	39068261	4	12	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25726	23838	39068261	7	23	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25727	23839	39068261	7	32	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25728	23840	39068261	7	41	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25729	23841	39068262	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25730	23842	39068262	4	10	15	2015-08-21 11:27:08	2015-08-21 11:27:08
25731	193	39068262	7	26	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25732	23801	39068262	6	29	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25733	23842	39068262	5	36	15	2015-08-21 11:27:08	2015-08-21 11:27:08
25734	23841	39068263	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25735	23842	39068263	4	10	15	2015-08-21 11:27:08	2015-08-21 11:27:08
25736	193	39068263	7	26	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25737	23801	39068263	6	29	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25738	23843	39068263	5	36	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25739	23820	39068263	7	47	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25740	23841	39068264	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25741	23844	39068264	4	10	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25742	23845	39068264	7	23	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25743	23846	39068264	7	32	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25744	23801	39068264	6	38	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25745	23847	39068264	5	45	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25746	23848	39068264	7	58	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25747	23841	39068265	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25748	23849	39068265	4	10	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25749	23813	39068265	7	17	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25750	23850	39068265	7	25	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25751	23851	39068265	7	33	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25752	23841	39068266	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25753	23852	39068266	4	10	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25754	23853	39068266	7	19	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25755	23841	39068267	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25756	23854	39068267	4	10	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25757	193	39068267	7	21	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25758	23841	39068268	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25759	1601	39068268	4	10	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25760	193	39068268	7	18	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25761	23841	39068269	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25762	23855	39068269	4	10	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25763	193	39068269	7	20	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25764	23841	39068270	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25765	23856	39068270	4	10	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25766	193	39068270	7	20	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25767	23841	39068271	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25768	23857	39068271	4	10	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25769	23858	39068271	7	22	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25770	23859	39068271	7	30	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25771	23860	39068271	7	37	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25772	23801	39068271	6	42	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25773	23857	39068271	5	49	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25774	23841	39068272	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25775	23861	39068272	4	10	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25776	193	39068272	7	23	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25777	23801	39068272	6	26	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25778	23861	39068272	5	33	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25779	23841	39068273	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25780	23862	39068273	4	10	14	2015-08-21 11:27:08	2015-08-21 11:27:08
25781	193	39068273	7	26	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25782	23823	39068273	7	30	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25783	23801	39068273	6	37	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25784	23862	39068273	5	44	14	2015-08-21 11:27:08	2015-08-21 11:27:08
25785	23841	39068274	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25786	23863	39068274	4	10	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25787	193	39068274	7	22	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25788	23801	39068274	6	25	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25789	23864	39068274	5	32	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25790	23830	39068274	7	42	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25791	23865	39068274	7	50	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25792	23841	39068275	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25793	23863	39068275	4	10	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25794	193	39068275	7	22	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25795	23801	39068275	6	25	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25796	23866	39068275	5	32	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25797	23867	39068275	7	45	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25798	23868	39068276	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25799	23869	39068276	4	9	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25800	23830	39068276	7	22	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25801	23865	39068276	7	30	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25802	23868	39068277	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25803	23870	39068277	4	9	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25804	23871	39068277	7	21	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25805	23801	39068277	6	28	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25806	23870	39068277	5	35	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25807	23872	39068278	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25808	23873	39068278	4	10	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25809	193	39068278	7	25	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25810	23816	39068278	7	29	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25811	23801	39068278	6	36	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25812	23873	39068278	5	43	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25813	23874	39068279	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25814	23875	39068279	4	9	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25815	193	39068279	7	23	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25816	17	39068279	7	27	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25817	23876	39068280	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25818	23877	39068280	4	12	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25819	23878	39068280	7	22	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25820	23876	39068281	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25821	23879	39068281	4	12	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25822	193	39068281	7	22	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25823	23880	39068281	7	26	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25824	23801	39068281	6	33	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25825	23879	39068281	5	40	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25826	23876	39068282	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25827	23881	39068282	4	12	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25828	23882	39068282	7	22	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25829	23882	39068282	7	29	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25830	23883	39068283	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25831	23884	39068283	4	8	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25832	23885	39068283	7	20	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25833	23886	39068283	7	27	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25834	23887	39068284	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25835	23888	39068284	4	10	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25836	23889	39068284	7	20	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25837	23826	39068284	7	26	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25838	23890	39068285	2	0	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25839	23891	39068285	4	7	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25840	23860	39068285	7	20	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25841	23892	39068286	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25842	23893	39068286	4	9	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25843	193	39068286	7	18	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25844	17	39068286	7	22	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25845	23801	39068286	6	27	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25846	23893	39068286	5	34	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25847	23894	39068287	2	0	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25848	23895	39068287	4	7	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25849	23889	39068287	7	16	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25850	23896	39068287	7	22	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25851	23897	39068288	2	0	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25852	23898	39068288	4	11	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25853	193	39068288	7	21	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25854	23899	39068288	7	25	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25855	23900	39068289	2	0	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25856	23901	39068289	4	13	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25857	193	39068289	7	21	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25858	23896	39068289	7	25	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25859	23850	39068289	7	34	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25860	23902	39068290	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25861	23903	39068290	4	9	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25862	23904	39068290	7	20	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25863	23885	39068290	7	28	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25864	23905	39068291	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25865	23906	39068291	4	8	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25866	23799	39068291	7	19	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25867	23907	39068292	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25868	23908	39068292	4	9	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25869	193	39068292	7	22	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25870	23899	39068292	7	26	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25871	23909	39068293	2	0	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25872	23910	39068293	4	12	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25873	193	39068293	7	24	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25874	23799	39068293	7	28	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25875	23911	39068294	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25876	23912	39068294	4	10	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25877	23913	39068294	7	21	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25878	23914	39068295	2	0	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25879	23915	39068295	4	14	15	2015-08-21 11:27:08	2015-08-21 11:27:08
25880	23916	39068295	7	31	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25881	23917	39068295	7	44	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25882	23918	39068296	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25883	23919	39068296	4	10	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25884	193	39068296	7	18	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25885	23918	39068297	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25886	23920	39068297	4	10	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25887	193	39068297	7	19	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25888	23918	39068298	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25889	23921	39068298	4	10	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25890	23922	39068298	7	23	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25891	23918	39068299	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25892	23923	39068299	4	10	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25893	23924	39068299	7	20	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25894	23925	39068300	2	0	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25895	23926	39068300	4	10	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25896	193	39068300	7	23	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25897	23927	39068300	7	27	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25898	23928	39068301	2	0	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25899	23929	39068301	4	11	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25900	23811	39068301	7	19	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25901	23930	39068301	7	26	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25902	23801	39068301	6	31	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25903	23929	39068301	5	38	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25904	23931	39068302	2	0	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25905	23932	39068302	4	13	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25906	193	39068302	7	26	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25907	23927	39068302	7	30	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25908	23931	39068303	2	0	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25909	23933	39068303	4	13	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25910	23797	39068303	7	27	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25911	23927	39068303	7	32	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25912	23934	39068304	2	0	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25913	23864	39068304	4	14	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25914	23830	39068304	7	24	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25915	23865	39068304	7	32	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25916	23934	39068305	2	0	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25917	23935	39068305	4	14	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25918	193	39068305	7	27	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25919	23899	39068305	7	31	3	2015-08-21 11:27:08	2015-08-21 11:27:08
25920	23934	39068306	2	0	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25921	23936	39068306	4	14	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25922	23850	39068306	7	23	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25923	23937	39068307	2	0	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25924	1662	39068307	4	14	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25925	23871	39068307	7	24	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25926	23938	39068307	7	32	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25927	23939	39068308	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25928	23819	39068308	4	8	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25929	23940	39068308	7	16	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25930	23939	39068309	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25931	23941	39068309	4	8	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25932	23942	39068309	7	16	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25933	23939	39068310	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25934	23943	39068310	4	8	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25935	23942	39068310	7	16	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25936	23939	39068311	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25937	23944	39068311	4	8	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25938	23860	39068311	7	17	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25939	23939	39068312	2	0	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25940	23945	39068312	4	8	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25941	23804	39068312	7	16	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25942	23801	39068312	6	24	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25943	23945	39068312	5	31	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25944	23946	39068313	2	0	13	2015-08-21 11:27:08	2015-08-21 11:27:08
25945	23947	39068313	4	14	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25946	23948	39068313	7	26	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25947	23949	39068313	7	37	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25948	23950	39068314	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25949	23951	39068314	4	9	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25950	23952	39068314	7	18	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25951	23949	39068314	7	26	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25952	23950	39068315	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25953	23953	39068315	4	9	9	2015-08-21 11:27:08	2015-08-21 11:27:08
25954	23813	39068315	7	20	4	2015-08-21 11:27:08	2015-08-21 11:27:08
25955	23954	39068315	7	26	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25956	23955	39068316	2	0	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25957	23956	39068316	4	11	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25958	193	39068316	7	19	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25959	23957	39068316	7	23	6	2015-08-21 11:27:08	2015-08-21 11:27:08
25960	23958	39068316	7	32	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25961	23959	39068317	2	0	12	2015-08-21 11:27:08	2015-08-21 11:27:08
25962	23960	39068317	4	13	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25963	193	39068317	7	23	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25964	23949	39068317	7	27	5	2015-08-21 11:27:08	2015-08-21 11:27:08
25965	23961	39068318	2	0	10	2015-08-21 11:27:08	2015-08-21 11:27:08
25966	23962	39068318	4	11	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25967	193	39068318	7	20	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25968	23963	39068319	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25969	23964	39068319	4	9	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25970	23965	39068319	7	18	7	2015-08-21 11:27:08	2015-08-21 11:27:08
25971	23963	39068320	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25972	23966	39068320	4	9	11	2015-08-21 11:27:08	2015-08-21 11:27:08
25973	193	39068320	7	21	2	2015-08-21 11:27:08	2015-08-21 11:27:08
25974	23963	39068321	2	0	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25975	23967	39068321	4	9	8	2015-08-21 11:27:08	2015-08-21 11:27:08
25976	23871	39068321	7	18	6	2015-08-21 11:27:08	2015-08-21 11:27:08
