1	uninomial	2011-11-30 12:06:40	2011-11-30 12:06:40
2	genus	2011-11-30 12:06:40	2011-11-30 12:06:40
3	infragenus	2011-11-30 12:06:40	2011-11-30 12:06:40
4	species	2011-11-30 12:06:40	2011-11-30 12:06:40
5	infraspecies	2011-11-30 12:06:40	2011-11-30 12:06:40
6	infraspecific_type	2011-11-30 12:06:40	2011-11-30 12:06:40
7	author_word	2011-11-30 12:06:40	2011-11-30 12:06:40
8	unknown_author	2011-11-30 12:06:40	2011-11-30 12:06:40
9	year	2011-11-30 12:06:40	2011-11-30 12:06:40
